Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 8:55:43 AM
Total Events: 22017
Game Time: 177s

CURRENT STATE:
  Player Level: 2
  Player HP: 184/184
  Player Mana: 81/81
  Player Stamina: 113/113
  Player Shield: 157 (cap: 184)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[170.36s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:119, mana:40, position:{"x":4453,"y":1902}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamC"
[175.06s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4322,"y":2052}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.06s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:97, hp:80, mana:16, speed:110
[175.06s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:36, hp:80, mana:33, speed:110
[175.06s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:15, reason:"healer_priority"
[175.08s]  undefined | type:"MANA_STARVATION", unit:"Warrior Guard 3", ability:"warrior_cleave", required:9, current:3, reason:"damage_rotation"
[175.08s]  undefined | type:"MANA_STARVED", unit:"Mage 773", kind:"friendly", ability:"ward_barrier", required:22, current:6, max:60
[175.08s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[175.08s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_attack_safe", target:"Mage Guard 1", targetType:"friendly", distance:39
[175.08s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:218
[175.11s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4350,"y":2149}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.11s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4485,"y":2178}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.11s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"ward_barrier", required:22, current:17, max:40
[175.14s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4331,"y":2122}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.14s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage Guard 1", distance:41, requiredRange:29, inWater:false
[175.14s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[175.14s]  undefined | type:"CREATURE_AI_STATE", creature:"goblin", boss:false, hp:50, target:"knight", distance:30, hitCd:"0.00", attacked:true
[175.18s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4320,"y":2053}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.18s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:16, reason:"healer_priority"
[175.18s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Zag", distance:30, requiredRange:28, inWater:false
[175.18s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:0, reason:"damage_rotation"
[175.19s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4326,"y":2053}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.19s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4350,"y":2149}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.19s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"warrior", distance:77, requiredRange:30, inWater:false
[175.19s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:135, intactWalls:3, nearbyHostiles:1
[175.21s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:16, max:40
[175.23s]  undefined | type:"MANA_STARVED", unit:"Mage Guard 1", kind:"friendly", ability:"mage_radiant_aura", required:18, current:7, max:60
[175.23s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4333,"y":2126}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.23s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"warrior", distance:64, requiredRange:30, inWater:false
[175.23s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:220
[175.23s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:3, reason:"damage_rotation"
[175.24s]  undefined | type:"MANA_STARVED", unit:"Mage 773", kind:"friendly", ability:"ward_barrier", required:22, current:8, max:60
[175.24s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:44, hp:102, mana:20, speed:110
[175.24s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"chain_light", required:18, current:2, max:60
[175.28s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage 320", distance:70, requiredRange:29, inWater:false
[175.29s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4349,"y":2148}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.29s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4503,"y":2173}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.29s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4335,"y":2130}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.29s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:218
[175.31s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4309,"y":2067}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.31s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 4", targetOwner:"teamC", distance:217
[175.31s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:98, requiredRange:30, inWater:false
[175.33s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4503,"y":2170}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.34s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"knight", targetType:"enemy", distance:33
[175.34s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:11, reason:"damage_rotation"
[175.34s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"North", wallHP:200, distance:142, intactWalls:4, nearbyHostiles:1
[175.38s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4504,"y":2166}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.38s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[175.38s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Mage 320", distance:33, requiredRange:29, inWater:false
[175.39s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:37, hp:102, mana:21, speed:110
[175.41s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 320", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:50, hp:50, mana:6, speed:110
[175.41s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:94, mana:18, position:{"x":4846,"y":1510}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:76, hasSpawnTarget:true, team:"teamC"
[175.41s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:58, requiredRange:30, inWater:false
[175.41s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage 320", distance:73, requiredRange:29, inWater:false
[175.44s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 508", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:50, hp:50, mana:4, speed:110
[175.44s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:2, reason:"healer_priority"
[175.46s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4505,"y":2156}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.46s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:224, mana:40, position:{"x":4862,"y":1429}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:35, hasSpawnTarget:true, team:"teamB"
[175.46s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:218
[175.49s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:31, hp:63, mana:2, speed:110
[175.49s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 912", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:1406, hp:63, mana:16, speed:110
[175.53s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 773", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:54, hp:50, mana:10, speed:110
[175.53s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"attack_walls", target:"Flag 2", targetOwner:"teamB", wallsIntact:4
[175.53s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:3, max:60
[175.56s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:31, hp:63, mana:2, speed:110
[175.56s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4342,"y":2140}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.56s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:3, reason:"healer_priority"
[175.56s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:5, reason:"damage_rotation"
[175.56s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:5, reason:"damage_rotation"
[175.58s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 236", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:81, hp:102, mana:30, speed:110
[175.58s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:33, hp:102, mana:22, speed:110
[175.58s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage Guard 1", distance:88, requiredRange:29, inWater:false
[175.58s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:218
[175.59s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:5, reason:"damage_rotation"
[175.59s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"mage_divine_touch", required:16, current:11, reason:"healer_priority"
[175.59s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:144, intactWalls:4, nearbyHostiles:1
[175.59s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:138, intactWalls:4, nearbyHostiles:1
[175.61s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4323,"y":2072}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.61s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:80, mana:27, speed:110
[175.61s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4344,"y":2142}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.61s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:5, max:40
[175.61s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:135, intactWalls:3, nearbyHostiles:1
[175.61s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:48, requiredRange:30, inWater:false
[175.64s]  undefined | type:"MANA_STARVED", unit:"Warrior 894", kind:"friendly", ability:"warrior_life_leech", required:8, current:2, max:60
[175.64s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4324,"y":2074}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.64s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:5, reason:"damage_rotation"
[175.64s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:158, intactWalls:4, nearbyHostiles:1
[175.66s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4325,"y":2111}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.66s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:3, reason:"damage_rotation"
[175.71s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"East", attackers:2, attackerList:"Knight 816(TANK), Knight 835(TANK)", roleCounts:{"TANK":2}, damage:0.53, hpBefore:189, hpAfter:188, hpPercent:94
[175.71s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4351,"y":2150}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.71s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:5, hp:80, mana:28, speed:110
[175.74s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"mage_divine_touch", required:16, current:12, reason:"healer_priority"
[175.77s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"mage", distance:94, requiredRange:30, inWater:false
[175.81s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4347,"y":2148}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.81s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 1", side:"South", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[175.81s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:13, reason:"damage_rotation"
[175.81s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"attack_walls", target:"Flag 4", targetOwner:"teamC", wallsIntact:3
[175.81s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:8, max:40
[175.82s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4323,"y":2089}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.82s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4351,"y":2150}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.82s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:5, reason:"healer_priority"
[175.86s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4323,"y":2090}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.86s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:21, max:40
[175.86s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:220
[175.86s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:33, requiredRange:30, inWater:false
[175.86s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:194, mana:8, position:{"x":1025,"y":2267}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:41, hasSpawnTarget:true, team:"teamA"
[175.91s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:137, mana:37, position:{"x":4521,"y":1898}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:57, hasSpawnTarget:true, team:"teamB"
[175.91s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_life_leech", required:8, current:5, reason:"damage_rotation"
[175.94s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:25, hp:73, mana:21, speed:110
[175.94s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4323,"y":2094}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.94s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 508", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:52, hp:50, mana:7, speed:110
[175.94s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:158, intactWalls:4, nearbyHostiles:1
[175.96s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4334,"y":2129}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.96s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4347,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[175.96s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:80, mana:38, speed:110
[175.96s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage Guard 1", distance:88, requiredRange:29, inWater:false
[175.96s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"mage", targetType:"enemy", distance:32
[175.96s]  undefined | type:"ENEMY_AI_STATE", enemy:"knight", role:"TANK", hp:327, mana:40, position:{"x":4576,"y":1941}, speed:77, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:33, hasSpawnTarget:true, team:"teamB"
[175.97s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 773", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:51, hp:36, mana:13, speed:110
[175.97s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:6, reason:"healer_priority"
[175.97s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warrior", distance:54, requiredRange:30, inWater:false
[175.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_attack_safe", target:"Mage Guard 1", targetType:"friendly", distance:42
[176.01s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:80, mana:38, speed:110
[176.02s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:220
[176.02s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"mage_divine_touch", required:16, current:14, max:60
[176.06s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"East", attackers:3, attackerList:"Knight 816(TANK), Knight 835(TANK), Knight 754(TANK)", roleCounts:{"TANK":3}, damage:0.79, hpBefore:182, hpAfter:181, hpPercent:90
[176.06s]  undefined | type:"FRIENDLY_RANGED_ATTACK", attacker:"Mage Guard 1", attackerRole:"HEALER", target:"warden", targetType:"enemy", damage:9.5, distance:"31.1"
[176.06s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"dps_attack_host", target:"knight", targetType:"enemy", distance:32
[176.06s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Mage Guard 1", distance:41, requiredRange:29, inWater:false
[176.06s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:60, requiredRange:30, inWater:false
[176.06s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"cleave", required:10, current:1, max:40
[176.07s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4338,"y":2134}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.07s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4504,"y":2094}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.07s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4346,"y":2147}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.07s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"warcry", required:12, current:8, max:40
[176.07s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"mage_radiant_aura", required:18, current:14, max:60
[176.10s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:4, reason:"damage_rotation"
[176.10s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warrior", distance:33, requiredRange:30, inWater:false
[176.12s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_cleave", required:9, current:1, max:40
[176.15s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 320", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:51, hp:36, mana:11, speed:110
[176.15s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:119, mana:30, position:{"x":4605,"y":1925}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:33, hasSpawnTarget:true, team:"teamC"
[176.17s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4340,"y":2138}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.17s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4326,"y":2107}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.17s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4348,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.17s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:145, intactWalls:3, nearbyHostiles:1
[176.17s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warden", distance:35, requiredRange:30, inWater:false
[176.20s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4347,"y":2146}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.20s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4503,"y":2088}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.20s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:158, intactWalls:4, nearbyHostiles:1
[176.22s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4326,"y":2110}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.22s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4503,"y":2085}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.22s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4353,"y":2151}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.24s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4326,"y":2111}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.24s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4352,"y":2151}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[176.24s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:144, mana:38, position:{"x":4881,"y":1400}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:34, hasSpawnTarget:true, team:"teamC"
[176.24s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"arc_bolt", required:10, current:7, max:40
[176.27s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"cleave", required:10, current:4, max:60
