Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 2:33:00 PM
Total Events: 32863
Game Time: 184s

CURRENT STATE:
  Player Level: 3
  Player HP: 239/239
  Player Mana: 118/118
  Player Stamina: 128/128
  Player Shield: 0 (cap: 239)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[177.80s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:17, max:40
[181.67s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 736", role:"HEALER", decision:"support_allies", target:"Hero", distance:244, hp:50, mana:60, speed:110
[181.67s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2477,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.67s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:23, hp:135, mana:40, speed:95
[181.70s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2477,"y":1372}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.70s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:69, hp:177, mana:5, speed:77
[181.70s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:430, hp:327, mana:38, speed:77
[181.70s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:587, hp:327, mana:40, speed:77
[181.70s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:14, max:40
[181.72s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2479,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.73s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2475,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.73s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2482,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.73s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.73s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2479,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:186, hp:327, mana:13, speed:77
[181.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1047, hp:56, mana:37, speed:77
[181.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:51, hp:136, mana:11, speed:77
[181.75s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2476,"y":1372}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.75s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2481,"y":1375}, distance:303
[181.75s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2478,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.75s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:41, hp:327, mana:14, speed:77
[181.75s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:592, hp:327, mana:21, speed:77
[181.78s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 988", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:300, hp:102, mana:60, speed:110
[181.80s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 492", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:235, hp:63, mana:5, speed:110
[181.82s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2487,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.82s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1378}, distance:306
[181.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:941, hp:327, mana:8, speed:77
[181.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:577, hp:327, mana:40, speed:77
[181.82s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:742, requiredRange:31, inWater:false
[181.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:33, hp:230, mana:40, speed:90
[181.83s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2480,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.83s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:303, hp:80, mana:52, speed:110
[181.83s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:180, hp:415, mana:9, speed:77
[181.87s]  undefined | type:"TANK_DECISION", tank:"Knight 664", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.87s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:301, hp:80, mana:52, speed:110
[181.87s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:32, hp:96, mana:27, speed:77
[181.87s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:592, hp:327, mana:22, speed:77
[181.88s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2486,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.88s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2482,"y":1378}, distance:306
[181.88s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:572, hp:327, mana:40, speed:77
[181.88s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:34, hp:144, mana:39, speed:95
[181.90s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 242", role:"HEALER", decision:"support_allies", target:"Warrior 86", distance:50, hp:50, mana:60, speed:110
[181.92s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2477,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.92s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 492", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:234, hp:63, mana:5, speed:110
[181.92s]  undefined | type:"MANA_STARVATION", unit:"Warrior 492", ability:"piercing_lance", required:16, current:5, reason:"damage_rotation"
[181.95s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2486,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.95s]  undefined | type:"TANK_DECISION", tank:"Warden 988", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.95s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1372}, distance:300
[181.97s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2485,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.97s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2490,"y":1380}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:186, hp:327, mana:14, speed:77
[181.97s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Warden 69", distance:677, requiredRange:29, inWater:false
[181.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:0, hp:327, mana:16, speed:77
[181.98s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2477,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[181.98s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:302, hp:80, mana:52, speed:110
[181.98s]  undefined | type:"MANA_STARVED", unit:"Warrior 492", kind:"friendly", ability:"chain_light", required:18, current:6, max:60
[181.98s]  undefined | type:"TANK_DECISION", tank:"Knight 708", decision:"capture_objective", target:"Flag 4", hasPosition:true
[181.98s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 708", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:307, hp:80, mana:52, speed:110
[181.98s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:32, requiredRange:30, inWater:false
[181.98s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_fortitude", required:15, current:5, max:40
[182.02s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2476,"y":1372}, distance:301
[182.02s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2482,"y":1376}, distance:304
[182.02s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:526, hp:327, mana:32, speed:77
[182.02s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:38, hp:144, mana:7, speed:77
[182.05s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2481,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.05s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2483,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.05s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:153, requiredRange:30, inWater:false
[182.05s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:24, hp:113, mana:29, speed:95
[182.05s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:12, hp:135, mana:40, speed:95
[182.07s]  undefined | type:"MANA_STARVED", unit:"Mage Guard 2", kind:"friendly", ability:"cleanse_wave", required:14, current:5, max:60
[182.07s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:306, hp:80, mana:53, speed:110
[182.07s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2482,"y":1378}, distance:306
[182.07s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:723, requiredRange:31, inWater:false
[182.10s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2478,"y":1374}, distance:302
[182.10s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2487,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.10s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2478,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.10s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 988", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:304, hp:102, mana:60, speed:110
[182.10s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2483,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.10s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:7, max:40
[182.12s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[182.12s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2477,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.12s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:802, hp:417, mana:40, speed:65
[182.12s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:197, mana:17, speed:77
[182.12s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:36, hp:108, mana:40, speed:90
[182.15s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2478,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.15s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2478,"y":1375}, distance:303
[182.15s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:36, hp:327, mana:6, speed:77
[182.15s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"attack_wall", target:"Flag 5 wall", distance:0, hp:171, mana:40, speed:65
[182.15s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:31, hp:136, mana:5, speed:90
[182.17s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2480,"y":1374}, distance:302
[182.17s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2477,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.18s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 492", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:232, hp:63, mana:7, speed:110
[182.18s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2478,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.18s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2479,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.18s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2476,"y":1374}, distance:303
[182.22s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1377}, distance:305
[182.22s]  undefined | type:"TANK_DECISION", tank:"Warden 988", decision:"capture_objective", target:"Flag 4", hasPosition:true
[182.22s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2476,"y":1372}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.22s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:193, hp:327, mana:16, speed:77
[182.22s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:559, requiredRange:29, inWater:false
[182.23s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2482,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.23s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 492", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:234, hp:63, mana:7, speed:110
[182.23s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2481,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.23s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:307, hp:80, mana:54, speed:110
[182.27s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:306, hp:80, mana:54, speed:110
[182.27s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:185, hp:415, mana:11, speed:77
[182.27s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:60, hp:177, mana:8, speed:77
[182.27s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:35, hp:108, mana:40, speed:90
[182.28s]  undefined | type:"TANK_DECISION", tank:"Warden 988", decision:"capture_objective", target:"Flag 4", hasPosition:true
[182.28s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2479,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.28s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2479,"y":1373}, distance:301
[182.28s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:905, hp:327, mana:11, speed:77
[182.28s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:163, requiredRange:30, inWater:false
[182.28s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:800, hp:417, mana:40, speed:65
[182.28s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:34, hp:230, mana:40, speed:90
[182.32s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2475,"y":1374}, distance:303
[182.32s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2484,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.32s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1378}, distance:305
[182.33s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[182.33s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2479,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.33s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2479,"y":1375}, distance:303
[182.33s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:381, hp:327, mana:40, speed:77
[182.33s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warrior 492", distance:481, requiredRange:29, inWater:false
[182.33s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:798, hp:417, mana:40, speed:65
[182.36s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2484,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.36s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:148, mana:15, speed:77
[182.36s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:32, hp:136, mana:2, speed:90
[182.40s]  undefined | type:"WALL_DAMAGE", site:"Flag 5", side:"North", attackers:1, attackerList:"warden(TANK)", roleCounts:{"TANK":1}, damage:0.26, hpBefore:186, hpAfter:186, hpPercent:93
[182.40s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2474,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.40s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2481,"y":1380}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.40s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Warrior 492", distance:162, requiredRange:29, inWater:false
[182.40s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:136, mana:2, speed:77
[182.40s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:2, max:40
[182.40s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:30, hp:144, mana:25, speed:95
[182.40s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"attack_wall", target:"Flag 5 wall", distance:0, hp:138, mana:40, speed:65
[182.41s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:192, hp:415, mana:12, speed:77
[182.41s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:13, hp:135, mana:40, speed:95
[182.41s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:86, hp:276, mana:12, speed:65
[182.43s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"warcry", required:12, current:8, max:40
[182.43s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:30, hp:144, mana:25, speed:95
[182.43s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:49, hp:197, mana:0, speed:77
[182.46s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2483,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.46s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1376}, distance:304
[182.50s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2485,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.50s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2485,"y":1377}, distance:305
[182.50s]  undefined | type:"MANA_STARVED", unit:"Warrior 492", kind:"friendly", ability:"chain_light", required:18, current:8, max:60
[182.50s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"knight_shield_wall", required:16, current:16, max:40
[182.50s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:136, mana:3, speed:77
[182.50s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:33, hp:230, mana:40, speed:90
[182.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:69, hp:180, mana:10, speed:77
[182.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:367, hp:327, mana:40, speed:77
[182.51s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Knight 271", distance:925, requiredRange:29, inWater:false
[182.53s]  undefined | type:"WALL_DAMAGE", site:"Flag 5", side:"North", attackers:1, attackerList:"warden(TANK)", roleCounts:{"TANK":1}, damage:0.13, hpBefore:185, hpAfter:185, hpPercent:92
[182.53s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2478,"y":1373}, distance:301
[182.53s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2477,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[182.53s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:605, hp:327, mana:25, speed:77
